1004100	0
1005656	1
1009122	2
1010795	3
1031006	4
1031972	5
1032075	6
1039147	7
1042609	8
1043919	9
1052589	10
1056409	11
1062831	12
1080636	13
1081421	14
1084559	15
1094884	16
1102243	17
1104770	18
1112206	19
1113389	20
1120639	21
1129053	22
1149979	23
1150304	24
1185166	25
1186358	26
1188404	27
1197194	28
1198777	29
1204404	30
1214250	31
1222537	32
1223059	33
1247765	34
1302634	35
1308550	36
1336083	37
1343946	38
1349411	39
1357948	40
1359302	41
1364618	42
1374925	43
1382872	44
1393803	45
1396296	46
1402288	47
1410238	48
1428958	49
1433970	50
1441401	51
1442558	52
1444603	53
1448081	54
1452748	55
1458573	56
1466077	57
1470329	58
1477726	59
1481464	60
1491636	61
1499014	62
1514055	63
1516128	64
1517170	65
1517639	66
1527798	67
1529171	68
1544718	69
1555439	70
1556027	71
1557299	72
1577527	73
1583913	74
1584230	75
1614468	76
1628012	77
1630607	78
1639031	79
1655272	80
1672178	81
1681651	82
1690030	83
1700915	84
1714208	85
1726531	86
1727128	87
1736346	88
1749008	89
1799506	90
1817645	91
1820739	92
1838859	93
1876078	94
1879828	95
1882244	96
1886595	97
1889191	98
1898135	99
1899114	100
1904402	101
1906006	102
1919923	103
1922687	104
1932017	105
1936201	106
1956321	107
1967176	108
1967443	109
1971530	110
1984116	111
1988201	112
1991664	113
1995477	114
1999816	115
2001201	116
2006358	117
2010203	118
2012976	119
2013008	120
2026234	121
2039261	122
2068718	123
2074503	124
2108679	125
2109836	126
2110168	127
2131275	128
2132078	129
2132955	130
2144827	131
2172721	132
2179685	133
2187399	134
2192048	135
2204327	136
2235386	137
2240311	138
2248013	139
2261621	140
2270904	141
2282167	142
2282729	143
2286302	144
2289249	145
2291295	146
2293289	147
2295304	148
2311112	149
2314965	150
2320698	151
2350075	152
2350285	153
2359005	154
2367986	155
2368588	156
2370640	157
2373501	158
2389599	159
2398542	160
2400882	161
2404195	162
2410425	163
2426897	164
2427772	165
2430479	166
2453232	167
2458399	168
2471538	169
2481063	170
2484094	171
2487817	172
2490428	173
2491924	174
2508719	175
2511176	176
2511945	177
2516722	178
2525777	179
2536894	180
2564532	181
2565024	182
2569758	183
2580189	184
2590344	185
2593875	186
2599630	187
2602174	188
2626642	189
2639337	190
2656406	191
2667977	192
2689371	193
2689559	194
2692085	195
2693389	196
2699419	197
2709711	198
2721090	199
2725901	200
2755883	201
2756694	202
2756786	203
2759725	204
2773877	205
2794562	206
2799017	207
2799508	208
2802519	209
2807793	210
2837717	211
2852696	212
2861434	213
2870631	214
2870971	215
2871880	216
2888621	217
2888946	218
2889633	219
2891860	220
2894862	221
2896335	222
2909158	223
2912492	224
2924301	225
2930824	226
2948170	227
2950009	228
2986986	229
2990509	230
2992038	231
3002286	232
3009002	233
3017849	234
3018253	235
3019781	236
3038980	237
3058948	238
3065493	239
3067806	240
3089637	241
3112426	242
3116800	243
3121956	244
3134789	245
3136870	246
3146440	247
3149329	248
3151908	249
3156452	250
3158015	251
3158947	252
3158973	253
3174853	254
3174905	255
3185143	256
3185725	257
3186710	258
3226497	259
3233738	260
3239922	261
3246292	262
3251537	263
3259511	264
3268533	265
3272711	266
3287147	267
3290955	268
3300238	269
3301547	270
3308047	271
3318390	272
3332498	273
3332940	274
3336266	275
3348537	276
3389233	277
3411433	278
3415885	279
3427500	280
3434983	281
3439414	282
3440423	283
3441768	284
3445189	285
3449376	286
3450656	287
3471382	288
3472784	289
3482190	290
3500724	291
3503661	292
3524384	293
3525239	294
3525413	295
3535028	296
3549667	297
3551984	298
3556082	299
3564549	300
3569365	301
3570143	302
3573142	303
3581999	304
3583728	305
3586442	306
3587157	307
3587832	308
3597736	309
3615496	310
3626747	311
3627749	312
3637066	313
3657548	314
3659134	315
3665123	316
3667220	317
3685166	318
3686940	319
3697538	320
3707668	321
3707979	322
3730970	323
3738024	324
3745382	325
3764044	326
3768953	327
3769122	328
3798206	329
3807916	330
3816749	331
3819035	332
3821774	333
3846180	334
3850452	335
3884402	336
3885251	337
3886801	338
3887260	339
3897449	340
3905997	341
3919180	342
3928280	343
3933020	344
3940132	345
3951069	346
3959017	347
3962935	348
3969941	349
3973390	350
3974124	351
3985734	352
4012941	353
4015583	354
4017387	355
4017434	356
4046733	357
4050195	358
4053563	359
4058738	360
4062828	361
4072684	362
4077613	363
4094217	364
4111676	365
4117180	366
4129482	367
4140696	368
4144154	369
4156161	370
4165131	371
4173437	372
4178250	373
4178526	374
4180411	375
4182590	376
4187624	377
4198863	378
4202062	379
4204581	380
4213946	381
4227657	382
4234792	383
4239427	384
4246469	385
4248011	386
4250883	387
4252121	388
4259886	389
4265440	390
4267828	391
4280133	392
4290974	393
4333818	394
4336755	395
4340230	396
4341170	397
4342123	398
4351913	399
4359891	400
4365505	401
4384903	402
4388094	403
4402490	404
4405495	405
4422407	406
4431521	407
4447151	408
4453147	409
4454179	410
4457524	411
4460317	412
4464961	413
4486411	414
4508571	415
4534878	416
4544209	417
4548286	418
4551565	419
4552793	420
4554268	421
4556024	422
4556254	423
4576901	424
4577431	425
4580376	426
4597156	427
4605728	428
4609684	429
4614920	430
4623760	431
4629971	432
4645219	433
4657223	434
4668356	435
4674224	436
4678164	437
4678876	438
4683675	439
4687546	440
4693839	441
4695542	442
4697812	443
4702377	444
4706204	445
4711402	446
4730830	447
4735386	448
4745225	449
4756091	450
4779381	451
4785295	452
4789153	453
4792553	454
4801522	455
4803657	456
4842816	457
4850272	458
4857852	459
4864416	460
4866841	461
4873617	462
4906147	463
4917298	464
4918706	465
4934756	466
4938671	467
4947336	468
4953351	469
4967249	470
4974522	471
4981830	472
4995032	473
5003229	474
5004557	475
5006031	476
5029904	477
5034228	478
5037658	479
5061075	480
5064110	481
5067768	482
5070925	483
5086449	484
5104696	485
5107791	486
5120865	487
5164368	488
5164453	489
5178576	490
5181995	491
5183438	492
5185994	493
5200757	494
5205928	495
5215486	496
5217830	497
5247033	498
5257181	499
5261391	500
5265979	501
5269518	502
5286012	503
5302615	504
5309641	505
5311515	506
5314243	507
5322802	508
5323615	509
5326808	510
5332068	511
5335300	512
5339748	513
5388219	514
5390947	515
5391961	516
5406201	517
5418204	518
5439567	519
5446391	520
5449314	521
5470714	522
5474741	523
5480522	524
5483499	525
5488867	526
5495843	527
5508019	528
5519990	529
5521432	530
5536396	531
5540460	532
5557169	533
5561331	534
5574962	535
5633234	536
5636657	537
5667372	538
5682902	539
5691428	540
5709428	541
5711217	542
5714268	543
5723733	544
5743379	545
5760845	546
5821273	547
5827260	548
5835525	549
5845244	550
5851362	551
5853503	552
5867546	553
5877695	554
5888524	555
5889073	556
5890386	557
5925605	558
5944585	559
5946365	560
5961220	561
5969754	562
5977006	563
5979162	564
5982213	565
5982311	566
5983557	567
5992385	568
5993250	569
6009111	570
6019624	571
6038411	572
6040263	573
6057498	574
6058726	575
6062225	576
6072041	577
6072168	578
6088527	579
6097063	580
6125387	581
6127718	582
6134648	583
6135923	584
6151933	585
6210238	586
6217749	587
6224097	588
6230543	589
6235778	590
6252799	591
6257112	592
6263243	593
6292615	594
6297208	595
6313211	596
6316020	597
6316637	598
6318757	599
6326659	600
6329566	601
6333669	602
6344586	603
6349242	604
6394263	605
6394868	606
6405273	607
6405726	608
6413249	609
6421091	610
6426960	611
6431249	612
6435879	613
6443721	614
6448903	615
6449188	616
6450477	617
6456967	618
6463820	619
6485529	620
6486307	621
6487133	622
6508175	623
6508448	624
6508464	625
6522183	626
6537684	627
6538847	628
6554058	629
6570149	630
6602087	631
6606062	632
6627877	633
6632564	634
6640815	635
6685952	636
6704848	637
6720134	638
6741769	639
6756642	640
6758990	641
6763520	642
6775158	643
6781839	644
6784001	645
6791647	646
6812225	647
6820089	648
6869721	649
6873222	650
6881038	651
6889321	652
6890214	653
6890380	654
6908271	655
6910207	656
6916160	657
6922259	658
6924995	659
6930475	660
6933151	661
6939553	662
6944908	663
6947366	664
6953139	665
6958772	666
6969259	667
6977284	668
6980154	669
6984530	670
6984815	671
7028847	672
7047403	673
7049436	674
7050134	675
7059011	676
7070275	677
7075411	678
7097920	679
7104054	680
7117451	681
7119243	682
7127748	683
7140821	684
7141294	685
7162344	686
7167484	687
7168711	688
7169350	689
7179658	690
7181912	691
7184478	692
7194284	693
7197609	694
7198641	695
7203595	696
7211516	697
7228104	698
7288563	699
7301333	700
7322543	701
7326725	702
7334588	703
7336248	704
7341206	705
7347251	706
7352377	707
7357987	708
7358702	709
7364203	710
7367668	711
7368556	712
7381927	713
7387527	714
7389747	715
7391045	716
7403357	717
7411879	718
7424479	719
7453647	720
7458212	721
7471658	722
7479415	723
7483296	724
7491653	725
7493728	726
7505334	727
7519070	728
7529631	729
7532938	730
7544278	731
7548591	732
7551618	733
7553332	734
7562213	735
7570779	736
7576777	737
7590649	738
7592033	739
7594552	740
7596086	741
7604008	742
7606021	743
7613760	744
7620381	745
7628237	746
7634501	747
7638989	748
7660892	749
7667412	750
7680107	751
7683671	752
7694585	753
7695632	754
7698525	755
7698570	756
7719750	757
7724463	758
7735904	759
7741464	760
7750417	761
7752610	762
7765332	763
7777893	764
7783621	765
7824227	766
7828415	767
7833824	768
7845681	769
7872098	770
7878776	771
7886327	772
7890096	773
7892337	774
7897347	775
7936590	776
7951571	777
7958817	778
7959293	779
7965481	780
7967318	781
7971832	782
7974042	783
7984207	784
7990412	785
7994133	786
8006315	787
8018315	788
8037932	789
8054700	790
8072907	791
8085057	792
8085466	793
8086911	794
8091812	795
8100311	796
8105700	797
8122668	798
8135954	799
8156150	800
8162511	801
8164577	802
8188190	803
8199396	804
8203616	805
8218286	806
8225922	807
8230326	808
8230797	809
8239642	810
8250781	811
8255579	812
8256716	813
8258406	814
8258636	815
8263448	816
8264851	817
8289067	818
8298454	819
8306717	820
8309489	821
8309960	822
8312294	823
8313836	824
8351793	825
8360885	826
8360943	827
8382128	828
8401485	829
8404478	830
8409786	831
8414527	832
8424593	833
8439918	834
8448546	835
8456770	836
8461413	837
8473601	838
8480249	839
8481879	840
8488204	841
8498313	842
8505783	843
8505808	844
8512212	845
8513404	846
8541579	847
8568414	848
8569181	849
8571713	850
8588909	851
8598200	852
8600279	853
8602214	854
8613065	855
8614182	856
8615048	857
8617910	858
8627077	859
8628443	860
8639051	861
8650999	862
8654107	863
8662579	864
8665986	865
8672199	866
8679243	867
8686726	868
8686822	869
8695003	870
8728326	871
8744224	872
8756017	873
8763390	874
8774209	875
8785500	876
8798192	877
8798721	878
8801606	879
8821427	880
8839963	881
8855170	882
8856661	883
8858688	884
8881962	885
8889160	886
8901684	887
8919757	888
8923779	889
8931669	890
8938484	891
8938793	892
8946260	893
8951829	894
8952312	895
8952872	896
8981770	897
8982977	898
9023223	899
9023890	900
9026772	901
9027757	902
9040032	903
9075561	904
9084460	905
9089396	906
9115451	907
9117836	908
9129474	909
9135147	910
9141028	911
9142952	912
9143656	913
9153050	914
9157840	915
9173000	916
9173662	917
9182096	918
9191280	919
9194755	920
9205135	921
9230939	922
9231451	923
9234290	924
9244594	925
9276751	926
9287209	927
9289720	928
9289983	929
9317143	930
9329423	931
9341419	932
9346118	933
9378936	934
9398551	935
9418239	936
9425508	937
9429629	938
9442121	939
9492718	940
9502859	941
9514917	942
9521704	943
9522887	944
9524504	945
9528049	946
9531707	947
9533427	948
9544852	949
9552804	950
9570897	951
9571087	952
9586689	953
9592585	954
9594992	955
9630075	956
9630454	957
9636075	958
9639424	959
9641298	960
9651866	961
9653768	962
9663409	963
9665324	964
9673194	965
9680325	966
9687122	967
9723160	968
9731885	969
9738629	970
9742858	971
9777955	972
9796782	973
9805130	974
9821615	975
9824606	976
9846146	977
9859109	978
9883173	979
9895224	980
9901534	981
9910126	982
9925130	983
9940340	984
9943394	985
9956718	986
9963447	987
9971144	988
9977756	989
9981981	990
9988634	991
